user_id,timestamp,city,country,lat,lon,ip,os,browser,failed_attempts,files_downloaded,mb_downloaded,api_calls,sensitive_access,session_minutes,scenario
EMP004,2026-09-14T11:33:00,Bengaluru,India,12.97,77.59,157.151.119.34,Ubuntu,Firefox,0,21,96.8,453,2,207,
EMP009,2026-09-14T11:51:00,Mumbai,India,19.08,72.88,117.157.155.8,macOS,Safari,0,6,24.6,28,0,193,
EMP002,2026-09-14T12:29:00,Chennai,India,13.08,80.27,122.246.98.74,Windows 11,Edge,0,36,27.1,49,13,96,
EMP005,2026-09-14T12:46:00,Mumbai,India,19.08,72.88,49.46.131.27,Windows 11,Chrome,0,7,22.8,19,0,412,
EMP001,2026-09-14T12:58:00,Chennai,India,13.08,80.27,106.156.242.20,Windows 11,Chrome,0,14,32.4,194,1,290,
EMP010,2026-09-14T13:17:00,Delhi,India,28.61,77.21,106.53.7.126,macOS,Chrome,0,15,37.5,335,0,391,
EMP014,2026-09-14T14:03:00,Kolkata,India,22.57,88.36,117.220.221.123,Ubuntu,Firefox,0,9,15.0,593,1,178,
EMP003,2026-09-14T14:21:00,Kolkata,India,22.57,88.36,49.32.201.15,macOS,Safari,0,11,9.0,21,3,259,
EMP002,2026-09-14T16:30:00,Chennai,India,13.08,80.27,49.186.195.123,Windows 11,Edge,0,13,11.2,49,4,182,
EMP012,2026-09-14T17:10:00,Hyderabad,India,17.39,78.49,157.87.104.223,Windows 11,Edge,0,29,90.9,413,4,183,
EMP010,2026-09-14T17:34:00,Delhi,India,28.61,77.21,122.175.213.166,macOS,Chrome,2,19,31.3,432,0,258,
EMP006,2026-09-14T17:35:00,Hyderabad,India,17.39,78.49,106.242.72.82,macOS,Chrome,0,29,352.4,437,0,295,
EMP009,2026-09-14T17:43:00,Mumbai,India,19.08,72.88,49.112.150.253,macOS,Safari,0,34,281.6,26,2,292,
EMP003,2026-09-14T17:46:00,Kolkata,India,22.57,88.36,106.227.65.88,macOS,Safari,0,13,5.5,23,2,272,
EMP013,2026-09-14T22:45:00,Kolkata,India,22.57,88.36,49.171.81.248,Android,Chrome Mobile,0,9,7.2,133,2,278,
EMP014,2026-09-15T03:25:00,Chennai,India,13.08,80.27,117.124.19.163,Ubuntu,Firefox,0,19,33.6,300,2,267,
EMP012,2026-09-15T09:29:00,Hyderabad,India,17.39,78.49,49.178.116.129,Android,Chrome Mobile,0,18,45.3,283,2,175,
EMP011,2026-09-15T10:57:00,Chennai,India,13.08,80.27,117.143.206.78,macOS,Safari,0,15,26.8,11,11,230,
EMP009,2026-09-15T11:20:00,Mumbai,India,19.08,72.88,157.155.99.18,macOS,Safari,0,24,102.9,19,1,183,
EMP011,2026-09-15T11:34:00,Frankfurt,Germany,50.11,8.68,45.223.77.224,Windows 10,Firefox,1,110,165.3,16,51,28,impossible_travel
EMP005,2026-09-15T12:46:00,Mumbai,India,19.08,72.88,157.24.142.150,Windows 11,Chrome,0,9,23.6,22,0,232,
EMP010,2026-09-15T13:11:00,Chennai,India,13.08,80.27,122.104.151.71,macOS,Chrome,0,14,25.1,171,0,400,
EMP008,2026-09-15T13:58:00,Pune,India,18.52,73.86,106.51.190.122,Windows 11,Chrome,2,11,7.4,39,4,282,
EMP003,2026-09-15T14:09:00,Bengaluru,India,12.97,77.59,157.52.98.92,macOS,Safari,0,10,4.2,24,4,432,
EMP001,2026-09-15T14:10:00,Vellore,India,12.92,79.13,122.36.76.157,Windows 11,Chrome,0,17,32.9,294,0,271,
EMP015,2026-09-15T14:28:00,Vellore,India,12.92,79.13,157.212.28.10,Windows 11,Chrome,0,12,11.5,43,2,285,
EMP011,2026-09-15T15:08:00,Chennai,India,13.08,80.27,122.255.109.218,macOS,Safari,0,15,28.6,9,11,216,
EMP004,2026-09-15T15:20:00,Bengaluru,India,12.97,77.59,122.27.122.40,Ubuntu,Firefox,1,18,55.2,780,0,250,
EMP007,2026-09-15T16:15:00,Delhi,India,28.61,77.21,49.80.73.18,iOS,Safari,0,2,1.7,9,1,247,
EMP002,2026-09-15T16:31:00,Chennai,India,13.08,80.27,49.134.232.174,iOS,Safari,0,21,11.3,48,6,318,
EMP001,2026-09-15T17:24:00,Vellore,India,12.92,79.13,106.245.30.225,Windows 11,Chrome,0,18,24.2,178,2,326,
EMP010,2026-09-15T17:39:00,Chennai,India,13.08,80.27,117.96.68.205,macOS,Chrome,1,14,37.3,297,0,131,
EMP004,2026-09-15T17:57:00,Bengaluru,India,12.97,77.59,106.75.154.84,Ubuntu,Firefox,0,25,87.6,973,2,152,
EMP006,2026-09-15T18:48:00,Hyderabad,India,17.39,78.49,157.219.175.230,macOS,Chrome,0,66,801.9,375,9,214,
EMP013,2026-09-15T23:43:00,Kolkata,India,22.57,88.36,117.123.95.127,Windows 11,Chrome,0,6,4.9,118,0,213,
EMP012,2026-09-16T01:23:00,Singapore,Singapore,1.35,103.82,185.43.142.56,Linux,Headless Chrome,17,98,294.3,730,45,20,credential_stuffing
EMP013,2026-09-16T01:49:00,Kolkata,India,22.57,88.36,122.254.165.213,Windows 11,Chrome,0,7,9.5,132,0,270,
EMP014,2026-09-16T03:02:00,Bengaluru,India,12.97,77.59,157.47.240.195,Ubuntu,Firefox,0,20,65.3,597,1,210,
EMP002,2026-09-16T03:36:00,Lagos,Nigeria,6.52,3.38,193.135.41.45,Linux,Firefox,1,640,691.4,211,447,36,account_takeover
EMP008,2026-09-16T10:02:00,Pune,India,18.52,73.86,49.28.27.164,Windows 11,Chrome,0,5,2.9,36,2,199,
EMP015,2026-09-16T10:08:00,Vellore,India,12.92,79.13,157.142.120.149,Windows 11,Chrome,1,12,10.3,49,1,112,
EMP010,2026-09-16T10:32:00,Chennai,India,13.08,80.27,106.234.25.127,macOS,Chrome,0,9,12.9,284,0,449,
EMP002,2026-09-16T11:12:00,Chennai,India,13.08,80.27,122.73.57.197,Windows 11,Edge,0,21,23.7,48,4,95,
EMP012,2026-09-16T11:50:00,Hyderabad,India,17.39,78.49,117.134.88.117,Windows 11,Edge,2,22,86.9,434,1,254,
EMP004,2026-09-16T11:51:00,Bengaluru,India,12.97,77.59,49.147.166.106,Ubuntu,Firefox,0,30,155.0,941,1,237,
EMP011,2026-09-16T12:18:00,Chennai,India,13.08,80.27,122.86.214.197,macOS,Safari,0,12,17.2,12,8,362,
EMP014,2026-09-16T12:45:00,Bengaluru,India,12.97,77.59,49.82.57.20,Ubuntu,Firefox,0,20,39.9,468,2,110,
EMP009,2026-09-16T13:04:00,Mumbai,India,19.08,72.88,106.162.74.232,macOS,Safari,0,19,136.2,22,0,394,
EMP005,2026-09-16T14:11:00,Mumbai,India,19.08,72.88,106.237.203.164,Windows 11,Chrome,0,8,26.8,20,0,158,
EMP001,2026-09-16T14:30:00,Chennai,India,13.08,80.27,106.221.53.25,Windows 11,Chrome,0,10,24.0,266,0,241,
EMP006,2026-09-16T15:03:00,Hyderabad,India,17.39,78.49,106.204.24.154,macOS,Chrome,0,23,174.6,259,1,42,
EMP009,2026-09-16T16:02:00,Mumbai,India,19.08,72.88,49.194.18.220,macOS,Safari,0,22,158.5,18,0,212,
EMP009,2026-09-16T16:25:00,Moscow,Russia,55.76,37.62,45.175.76.187,Windows 10,Firefox,0,183,1095.0,23,82,50,impossible_travel
EMP011,2026-09-16T17:00:00,Chennai,India,13.08,80.27,157.14.11.223,macOS,Safari,0,11,12.0,9,8,245,
EMP007,2026-09-16T17:42:00,Delhi,India,28.61,77.21,157.114.172.11,Windows 11,Edge,0,4,4.3,6,1,120,
EMP003,2026-09-16T17:45:00,Bengaluru,India,12.97,77.59,157.113.50.211,iOS,Safari,0,16,8.5,24,5,245,
EMP013,2026-09-17T00:17:00,Kolkata,India,22.57,88.36,117.73.163.163,Windows 11,Chrome,0,6,7.0,131,0,377,
EMP014,2026-09-17T01:35:00,Bengaluru,India,12.97,77.59,157.96.156.20,Ubuntu,Firefox,0,15,38.2,620,0,248,
EMP014,2026-09-17T08:10:00,Bengaluru,India,12.97,77.59,117.204.223.24,Android,Chrome Mobile,0,18,56.8,526,1,344,
EMP011,2026-09-17T08:45:00,Chennai,India,13.08,80.27,106.97.20.95,macOS,Safari,0,24,42.9,13,14,137,
EMP015,2026-09-17T09:24:00,Vellore,India,12.92,79.13,106.64.209.229,Windows 11,Chrome,0,8,5.9,34,4,122,
EMP015,2026-09-17T09:40:00,Vellore,India,12.92,79.13,49.183.170.216,Windows 11,Chrome,0,15,18.3,34,2,100,
EMP010,2026-09-17T10:22:00,Chennai,India,13.08,80.27,157.59.248.50,macOS,Chrome,0,13,31.0,223,0,217,
EMP012,2026-09-17T10:39:00,Hyderabad,India,17.39,78.49,117.162.203.242,Windows 11,Edge,0,26,79.0,453,2,149,
EMP009,2026-09-17T11:46:00,Mumbai,India,19.08,72.88,122.110.53.24,macOS,Safari,0,24,169.5,20,0,130,
EMP009,2026-09-17T13:28:00,Mumbai,India,19.08,72.88,49.123.62.250,macOS,Safari,0,24,127.5,11,0,330,
EMP001,2026-09-17T13:46:00,Chennai,India,13.08,80.27,117.231.92.152,Windows 11,Chrome,0,16,39.9,202,1,251,
EMP007,2026-09-17T15:03:00,Mumbai,India,19.08,72.88,122.0.31.140,Windows 11,Edge,0,11,11.6,6,5,156,
EMP005,2026-09-17T15:08:00,Mumbai,India,19.08,72.88,117.17.111.210,Windows 11,Chrome,0,8,26.4,10,1,384,
EMP008,2026-09-17T15:17:00,Pune,India,18.52,73.86,117.76.103.196,Android,Chrome Mobile,0,24,23.3,10,10,335,
EMP002,2026-09-17T16:00:00,Chennai,India,13.08,80.27,49.167.147.123,Windows 11,Edge,0,25,19.5,34,10,156,
EMP010,2026-09-17T17:36:00,Chennai,India,13.08,80.27,157.116.210.206,Android,Chrome Mobile,0,7,19.0,233,0,160,
EMP003,2026-09-17T17:46:00,Bengaluru,India,12.97,77.59,157.59.245.119,macOS,Safari,1,13,8.5,31,7,194,
EMP006,2026-09-17T18:49:00,Hyderabad,India,17.39,78.49,122.98.160.172,macOS,Chrome,0,45,611.1,316,7,403,
EMP006,2026-09-17T18:59:00,Hyderabad,India,17.39,78.49,117.67.171.114,iOS,Safari,0,50,707.5,224,3,291,
EMP003,2026-09-17T19:32:00,Vellore,India,12.92,79.13,49.120.78.51,iOS,Safari,2,30,20.0,92,12,74,stealth_exfiltration
EMP010,2026-09-17T20:13:00,Delhi,India,28.61,77.21,117.62.37.140,Android,Chrome Mobile,2,37,80.7,1256,3,89,stealth_exfiltration
EMP004,2026-09-17T20:30:00,Bengaluru,India,12.97,77.59,106.214.156.88,Ubuntu,Firefox,0,29,101.7,803,3,135,
EMP005,2026-09-17T21:43:00,Mumbai,India,19.08,72.88,49.132.190.180,Windows 11,Chrome,0,283,2148.4,16,188,147,insider_exfiltration
EMP014,2026-09-18T01:15:00,Bengaluru,India,12.97,77.59,117.46.9.218,Ubuntu,Firefox,0,17,55.2,736,2,295,
EMP013,2026-09-18T02:00:00,Kolkata,India,22.57,88.36,122.13.216.238,Windows 11,Chrome,0,12,8.2,163,0,157,
EMP014,2026-09-18T08:02:00,Bengaluru,India,12.97,77.59,157.242.236.34,Android,Chrome Mobile,0,19,65.8,841,3,222,
EMP007,2026-09-18T09:55:00,Delhi,India,28.61,77.21,106.151.196.95,Windows 11,Edge,0,11,18.1,13,2,175,
EMP003,2026-09-18T10:13:00,Bengaluru,India,12.97,77.59,157.69.102.30,macOS,Safari,0,13,9.0,35,5,372,
